0,"{'MIKROTIK | ROUTER | CVE-2018-14847', ' routeros router routeros v6 winbox webfig router mikrotik'}",0.001659554291133,0.7,MIKROTIK ROUTER
1,"{'SAMSUNG | LOCK', '6sensewadala mikrotik '}",0.001185395922238,0.555555555555556,MIKROTIK ROUTER
2,"{'burda praha tandberg codec f6 sw f6.1 ', 'ARM | GPS | mp3'}",0.001185395922238,1,
3,"{'koutska mikrotik ', 'ARM | OVEN | a1'}",0.001185395922238,1,MIKROTIK ROUTER
4,"{'wl gpon ont wlctl found ', 'ASUS | ROUTER | AC2600'}",0.001422475106686,1,
5,"{'ASUS | ROUTER | C6', 'router bcm963268 '}",0.001422475106686,1,BROADCOM ROUTER
6,"{'ASUS | ROUTER | RT-AC68U', 'router bcm96328 '}",0.001185395922238,1,BROADCOM ROUTER
9,"{'router bcm96318 ', 'ASUS | ROUTER | rt-n56u'}",0.001422475106686,0.857142857142857,BROADCOM ROUTER
10,"{'ASUS | SWITCH | F5', 'router bcm963268 '}",0.001659554291133,1,BROADCOM ROUTER
11,"{'BELKIN | ROUTER | F5', 'router bcm963268 '}",0.004504504504505,0.678571428571429,BROADCOM ROUTER
12,"{'BELKIN | SWITCH | C6', 'router bcm963268 '}",0.001422475106686,1,BROADCOM ROUTER
13,"{'router bcm963268 ', 'BELKIN | SWITCH | F5'}",0.001659554291133,1,BROADCOM ROUTER
14,"{'BROADCOM | CONTROLLER | BCM435F', 'bcm963268 router '}",0.007112375533428,0.833333333333333,BROADCOM ROUTER
15,"{'router bcm963381 ', 'BROADCOM | CONTROLLER | e4'}",0.001185395922238,0.555555555555556,BROADCOM ROUTER
16,"{'BROADCOM | PROCESSOR | v0.1', 'bcm963268 router '}",0.00592697961119,0.657894736842105,BROADCOM ROUTER
17,"{'router bcm963268 ', 'BROADCOM | ROUTER | ADSL2'}",0.001422475106686,1,BROADCOM ROUTER
18,"{'router bcm96328 ', 'BROADCOM | ROUTER | BCM96328'}",0.003556187766714,0.9375,BROADCOM ROUTER
19,"{'BROADCOM | ROUTER | BCM963381', 'router bcm963381 '}",0.001185395922238,0.625,BROADCOM ROUTER
20,"{'BROADCOM | ROUTER | sr102', 'bcm963268 router '}",0.007112375533428,1,BROADCOM ROUTER
21,"{'CISCO | SWITCH', 'mikrotik v6 v6.42 '}",0.014461830251304,0.782051282051282,BROADCOM ROUTER
22,"{'CRADLEPOINT | ROUTER', 'router bcm963268 '}",0.001659554291133,1,MIKROTIK ROUTER
